order_id,store_id,city,category,order_timestamp,day_of_week,order_hour,is_peak_hour,pick_time_min,pack_time_min,dispatch_time_min,delivery_time_min,total_fulfillment_time_min,sla_breached,stockout_flag,cancelled_flag,revenue_inr,items_count,customer_rating
ORD114309,DS_Delhi_Lajpat,Delhi,Staples,2024-04-23 19:30:00,Tuesday,19,1,11.7,2.4,2.1,21.3,37.5,1,0,0,530.29,9,3.5
ORD114310,DS_Mumbai_BKC,Mumbai,Dairy,2024-07-17 19:48:00,Wednesday,19,1,7.4,3.8,2.4,27.9,41.5,1,1,1,1208.76,2,3.5
ORD114311,DS_Delhi_CP,Delhi,Personal Care,2024-11-30 15:36:00,Saturday,15,0,6.7,5.0,2.1,12.2,26.0,0,0,0,443.38,3,3.9
ORD114312,DS_Delhi_Lajpat,Delhi,Snacks,2024-03-22 16:20:00,Friday,16,0,4.2,4.3,2.2,10.1,20.799999999999997,0,0,0,1214.82,5,4.7
ORD114313,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-06-20 19:37:00,Thursday,19,1,11.1,3.2,2.8,22.9,40.0,1,0,0,1019.24,6,4.2
ORD114314,DS_Mumbai_BKC,Mumbai,Frozen,2024-01-31 12:10:00,Wednesday,12,1,5.6,2.3,2.4,32.4,42.699999999999996,1,0,0,896.62,9,3.2
ORD114315,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-11-03 19:54:00,Sunday,19,1,9.2,3.2,1.5,22.7,36.599999999999994,1,0,0,826.51,2,4.3
ORD114316,DS_Mumbai_Andheri,Mumbai,Snacks,2024-02-20 14:18:00,Tuesday,14,0,3.9,2.8,2.1,20.3,29.1,0,0,0,312.97,1,3.9
ORD114317,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-09-28 06:27:00,Saturday,6,0,5.6,2.7,2.2,12.1,22.6,0,0,0,1540.72,7,4.7
ORD114318,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-05-10 22:37:00,Friday,22,0,6.5,4.1,1.7,11.9,24.2,0,1,1,505.28,10,3.8
ORD114319,DS_Mumbai_Andheri,Mumbai,Dairy,2024-02-02 12:56:00,Friday,12,1,11.4,2.6,1.2,24.9,40.099999999999994,1,0,0,1269.17,11,3.6
ORD114320,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-06-19 20:06:00,Wednesday,20,1,9.4,1.3,1.2,21.3,33.2,1,0,0,1736.46,12,3.3
ORD114321,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-04-25 08:45:00,Thursday,8,1,8.9,3.8,1.5,19.5,33.7,1,0,0,1349.94,7,3.5
ORD114322,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-08-29 15:41:00,Thursday,15,0,4.1,2.8,2.5,16.6,26.0,0,0,0,594.19,6,4.3
ORD114323,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-03-15 08:33:00,Friday,8,1,5.4,3.1,2.7,24.5,35.7,1,0,0,595.94,1,3.8
ORD114324,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-06-11 21:00:00,Tuesday,21,1,10.6,4.6,2.7,18.9,36.8,1,0,0,1542.61,5,4.2
ORD114325,DS_Bangalore_Whitefield,Bangalore,Staples,2024-03-19 20:31:00,Tuesday,20,1,12.8,1.3,2.0,26.6,42.7,1,0,0,1488.93,1,2.6
ORD114326,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-11-09 21:27:00,Saturday,21,1,8.6,2.3,1.7,29.2,41.8,1,1,0,1376.09,2,3.7
ORD114327,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-03-04 12:12:00,Monday,12,1,10.8,3.1,3.2,29.0,46.1,1,0,0,1679.7,3,3.7
ORD114328,DS_Mumbai_BKC,Mumbai,Beverages,2024-07-02 07:43:00,Tuesday,7,0,5.5,2.3,1.5,12.0,21.3,0,0,0,536.37,11,4.6
ORD114329,DS_Pune_Kothrud,Pune,Frozen,2024-12-06 14:56:00,Friday,14,0,4.2,3.6,1.7,14.2,23.7,0,0,0,907.99,5,4.1
ORD114330,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-08-30 13:47:00,Friday,13,1,13.6,6.0,1.8,21.7,43.1,1,0,0,815.76,1,4.1
ORD114331,DS_Mumbai_Andheri,Mumbai,Frozen,2024-04-09 10:02:00,Tuesday,10,0,6.3,2.3,2.2,21.8,32.6,1,0,0,1622.9,2,3.6
ORD114332,DS_Pune_Kothrud,Pune,Dairy,2024-12-16 20:58:00,Monday,20,1,9.6,4.7,1.6,21.3,37.2,1,1,1,376.03,9,3.5
ORD114333,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-12-29 15:08:00,Sunday,15,0,9.4,1.0,2.4,17.9,30.7,1,0,0,1607.6,7,4.4
ORD114334,DS_Mumbai_Andheri,Mumbai,Frozen,2024-09-06 11:38:00,Friday,11,0,6.7,0.8,2.8,16.8,27.1,0,0,0,1163.25,9,3.4
ORD114335,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-06-22 12:48:00,Saturday,12,1,9.2,3.0,1.5,16.3,30.0,0,0,0,940.96,7,4.3
ORD114336,DS_Delhi_Lajpat,Delhi,Personal Care,2024-05-31 22:11:00,Friday,22,0,3.5,2.0,2.7,16.3,24.5,0,0,0,870.8,9,3.7
ORD114337,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-05-12 22:16:00,Sunday,22,0,4.2,3.4,2.2,21.3,31.1,1,0,0,455.98,4,4.0
ORD114338,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-03-15 14:49:00,Friday,14,0,6.7,3.6,1.8,12.4,24.5,0,0,0,1081.72,1,4.7
ORD114339,DS_Mumbai_Andheri,Mumbai,Beverages,2024-01-11 09:38:00,Thursday,9,1,11.8,2.7,1.7,35.4,51.599999999999994,1,1,0,1056.58,11,3.3
ORD114340,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-11-17 15:29:00,Sunday,15,0,6.5,2.3,1.8,14.2,24.8,0,0,0,470.5,12,3.3
ORD114341,DS_Mumbai_Andheri,Mumbai,Personal Care,2024-12-08 18:47:00,Sunday,18,0,6.8,3.7,1.7,31.0,43.2,1,0,0,1190.08,10,3.8
ORD114342,DS_Bangalore_Whitefield,Bangalore,Staples,2024-12-03 13:17:00,Tuesday,13,1,10.3,3.4,1.7,19.1,34.5,1,1,1,1524.26,12,3.4
ORD114343,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-07-01 17:44:00,Monday,17,0,4.9,3.6,1.8,21.1,31.400000000000002,1,0,0,699.91,2,3.2
ORD114344,DS_Bangalore_Whitefield,Bangalore,Staples,2024-04-14 07:43:00,Sunday,7,0,4.7,2.3,0.1,15.7,22.799999999999997,0,0,0,1234.21,11,3.8
ORD114345,DS_Delhi_Lajpat,Delhi,Dairy,2024-01-27 06:11:00,Saturday,6,0,6.9,3.7,1.3,16.8,28.700000000000003,0,0,0,1471.38,1,3.7
ORD114346,DS_Pune_Kothrud,Pune,Snacks,2024-08-13 13:30:00,Tuesday,13,1,10.6,2.3,1.7,22.9,37.5,1,0,0,1460.42,6,3.8
ORD114347,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-01-19 15:56:00,Friday,15,0,6.1,3.4,2.4,17.3,29.200000000000003,0,0,0,1554.41,7,3.8
ORD114348,DS_Delhi_CP,Delhi,Personal Care,2024-03-29 06:48:00,Friday,6,0,2.8,2.2,2.1,11.1,18.2,0,0,0,791.74,10,4.6
ORD114349,DS_Bangalore_Whitefield,Bangalore,Fruits & Veg,2024-08-30 17:15:00,Friday,17,0,3.9,2.9,2.7,17.1,26.6,0,0,0,193.89,11,3.8
ORD114350,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-12-28 11:40:00,Saturday,11,0,1.0,3.4,2.2,20.9,27.5,0,1,0,206.79,2,4.2
ORD114351,DS_Delhi_CP,Delhi,Beverages,2024-12-16 18:17:00,Monday,18,0,4.9,2.2,2.0,22.9,32.0,1,0,0,254.51,2,2.5
ORD114352,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-03-12 22:39:00,Tuesday,22,0,7.9,2.7,1.9,21.5,34.0,1,0,0,863.2,11,3.6
ORD114353,DS_Delhi_Lajpat,Delhi,Snacks,2024-12-29 07:34:00,Sunday,7,0,6.5,1.4,1.9,20.5,30.3,1,1,0,720.53,6,3.5
ORD114354,DS_Mumbai_Andheri,Mumbai,Staples,2024-08-27 23:49:00,Tuesday,23,0,5.3,3.2,2.2,25.6,36.3,1,0,0,1443.81,4,3.9
ORD114355,DS_Mumbai_Andheri,Mumbai,Staples,2024-09-28 16:32:00,Saturday,16,0,8.7,2.9,0.8,15.9,28.3,0,0,0,1366.59,1,3.9
ORD114356,DS_Mumbai_Andheri,Mumbai,Staples,2024-02-29 20:27:00,Thursday,20,1,9.9,2.7,2.1,20.6,35.300000000000004,1,0,0,1086.69,1,3.8
ORD114357,DS_Mumbai_Andheri,Mumbai,Dairy,2024-08-25 11:57:00,Sunday,11,0,6.7,3.0,1.3,22.5,33.5,1,0,0,1649.39,9,3.9
ORD114358,DS_Mumbai_Andheri,Mumbai,Snacks,2024-11-26 22:51:00,Tuesday,22,0,5.6,1.2,2.2,15.4,24.4,0,0,0,358.43,10,4.0
ORD114359,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-04-11 07:46:00,Thursday,7,0,5.8,4.5,2.1,17.4,29.799999999999997,0,0,0,1083.44,7,4.0
ORD114360,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-10-20 18:11:00,Sunday,18,0,6.1,3.0,2.3,15.3,26.7,0,0,0,1544.51,5,3.9
ORD114361,DS_Delhi_Lajpat,Delhi,Snacks,2024-05-15 10:21:00,Wednesday,10,0,5.1,2.9,2.0,18.0,28.0,0,0,0,1104.39,10,3.8
ORD114362,DS_Delhi_CP,Delhi,Staples,2024-10-14 10:05:00,Monday,10,0,5.8,3.7,2.6,22.9,35.0,1,0,0,942.13,3,3.7
ORD114363,DS_Delhi_Lajpat,Delhi,Staples,2024-06-04 06:11:00,Tuesday,6,0,5.7,4.2,1.9,22.3,34.1,1,0,0,1040.02,10,3.7
ORD114364,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-08-22 12:27:00,Thursday,12,1,5.2,3.7,2.5,22.4,33.8,1,0,0,1460.36,8,3.2
ORD114365,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-04-22 10:17:00,Monday,10,0,9.0,2.9,1.8,20.2,33.9,1,0,0,762.67,9,4.8
ORD114366,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-09-09 18:44:00,Monday,18,0,7.0,3.2,2.0,26.3,38.5,1,0,0,1579.25,7,3.9
ORD114367,DS_Pune_Kothrud,Pune,Snacks,2024-04-26 19:49:00,Friday,19,1,11.7,3.3,2.3,22.6,39.900000000000006,1,0,0,1314.02,6,3.8
ORD114368,DS_Mumbai_Andheri,Mumbai,Beverages,2024-11-18 12:20:00,Monday,12,1,8.6,2.5,2.2,20.5,33.8,1,0,0,1612.46,9,3.8
ORD114369,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-03-09 08:08:00,Saturday,8,1,9.3,1.9,2.1,27.9,41.2,1,0,0,1407.11,1,3.2
ORD114370,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-02-14 08:43:00,Wednesday,8,1,11.2,1.9,2.7,26.8,42.6,1,0,0,175.26,2,3.2
ORD114371,DS_Mumbai_BKC,Mumbai,Frozen,2024-07-01 17:59:00,Monday,17,0,7.7,2.4,1.5,21.6,33.2,1,1,1,1181.88,10,4.2
ORD114372,DS_Delhi_CP,Delhi,Staples,2024-03-11 16:52:00,Monday,16,0,7.0,2.6,2.1,15.1,26.799999999999997,0,0,0,1356.48,7,4.1
ORD114373,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-02-09 22:30:00,Friday,22,0,6.8,1.6,2.2,10.9,21.5,0,0,0,1444.07,5,3.7
ORD114374,DS_Bangalore_Koramangala,Bangalore,Snacks,2024-12-30 23:50:00,Monday,23,0,7.3,2.2,1.5,16.5,27.5,0,0,0,1529.56,7,4.0
ORD114375,DS_Mumbai_Andheri,Mumbai,Staples,2024-07-20 22:48:00,Saturday,22,0,6.5,3.2,1.5,9.4,20.6,0,0,0,135.62,11,4.1
ORD114376,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-12-20 23:48:00,Friday,23,0,8.2,2.9,1.8,26.7,39.6,1,0,0,517.12,5,4.0
ORD114377,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-11-04 21:38:00,Monday,21,1,6.5,2.7,2.1,18.7,30.0,0,0,0,1411.58,11,4.1
ORD114378,DS_Delhi_Lajpat,Delhi,Beverages,2024-03-17 15:30:00,Sunday,15,0,6.0,2.8,1.4,25.3,35.5,1,0,0,275.54,5,3.8
ORD114379,DS_Delhi_CP,Delhi,Beverages,2024-11-19 20:30:00,Tuesday,20,1,8.3,3.9,2.0,29.0,43.2,1,1,0,1037.2,1,3.7
ORD114380,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-10-06 12:20:00,Sunday,12,1,7.0,1.9,2.6,29.2,40.7,1,0,0,444.83,9,3.2
ORD114381,DS_Mumbai_Andheri,Mumbai,Frozen,2024-07-21 19:57:00,Sunday,19,1,12.8,4.0,1.7,23.6,42.1,1,0,0,417.95,2,2.8
ORD114382,DS_Hyderabad_Hitech,Hyderabad,Staples,2024-05-21 09:14:00,Tuesday,9,1,8.6,2.8,2.2,23.4,37.0,1,1,0,165.66,12,3.8
ORD114383,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-04-14 16:34:00,Sunday,16,0,4.1,3.3,2.8,20.2,30.4,1,0,0,1275.78,8,3.7
ORD114384,DS_Delhi_CP,Delhi,Dairy,2024-02-07 10:39:00,Wednesday,10,0,4.5,2.6,1.3,10.8,19.200000000000003,0,0,0,267.04,7,4.2
ORD114385,DS_Delhi_Lajpat,Delhi,Snacks,2024-10-17 23:52:00,Thursday,23,0,7.1,2.1,2.6,15.2,27.0,0,0,0,1033.52,1,4.2
ORD114386,DS_Delhi_CP,Delhi,Dairy,2024-02-21 16:08:00,Wednesday,16,0,7.9,2.7,2.3,20.9,33.8,1,0,0,1592.28,5,3.4
ORD114387,DS_Delhi_CP,Delhi,Dairy,2024-03-18 08:20:00,Monday,8,1,8.7,4.2,2.7,27.1,42.7,1,1,1,848.79,10,3.4
ORD114388,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-09-26 20:57:00,Thursday,20,1,11.7,2.7,1.4,20.8,36.6,1,0,0,1058.26,8,3.6
ORD114389,DS_Bangalore_Whitefield,Bangalore,Dairy,2024-12-17 19:11:00,Tuesday,19,1,12.2,2.2,1.5,21.6,37.5,1,0,0,772.25,1,3.7
ORD114390,DS_Delhi_CP,Delhi,Staples,2024-08-28 07:12:00,Wednesday,7,0,7.3,3.6,0.9,16.2,28.0,0,0,0,1608.86,5,4.2
ORD114391,DS_Delhi_CP,Delhi,Dairy,2024-06-25 09:03:00,Tuesday,9,1,8.3,2.2,2.3,27.4,40.2,1,0,0,303.93,2,3.6
ORD114392,DS_Mumbai_Andheri,Mumbai,Staples,2024-01-02 17:13:00,Tuesday,17,0,6.8,3.5,1.5,12.6,24.4,0,0,0,858.6,11,4.0
ORD114393,DS_Hyderabad_Hitech,Hyderabad,Frozen,2024-12-11 09:49:00,Wednesday,9,1,8.6,2.4,2.0,23.5,36.5,1,0,0,1325.87,3,2.7
ORD114394,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-03-11 10:41:00,Monday,10,0,6.2,2.7,2.1,14.8,25.8,0,0,0,1754.53,9,3.9
ORD114395,DS_Pune_Kothrud,Pune,Dairy,2024-05-31 19:04:00,Friday,19,1,9.2,4.1,1.8,29.6,44.7,1,1,1,209.75,4,4.1
ORD114396,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-02-03 21:20:00,Saturday,21,1,9.3,2.5,1.8,23.3,36.900000000000006,1,0,0,786.7,9,3.5
ORD114397,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-11-05 18:31:00,Tuesday,18,0,7.5,2.4,2.4,13.3,25.6,0,0,0,1623.49,7,3.5
ORD114398,DS_Pune_Kothrud,Pune,Frozen,2024-07-21 13:47:00,Sunday,13,1,6.4,2.5,1.6,19.7,30.2,1,0,0,877.71,4,4.1
ORD114399,DS_Bangalore_Whitefield,Bangalore,Personal Care,2024-05-09 20:09:00,Thursday,20,1,8.5,1.0,2.3,30.7,42.5,1,0,0,587.88,2,3.9
ORD114400,DS_Mumbai_BKC,Mumbai,Staples,2024-07-03 09:00:00,Wednesday,9,1,8.7,3.2,1.6,19.1,32.6,1,0,0,1273.14,7,3.6
ORD114401,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-02-27 16:53:00,Tuesday,16,0,5.9,2.8,2.8,18.2,29.7,0,0,0,740.57,4,4.6
ORD114402,DS_Mumbai_BKC,Mumbai,Beverages,2024-05-01 16:43:00,Wednesday,16,0,10.5,2.5,2.1,22.1,37.2,1,0,0,395.33,1,3.7
ORD114403,DS_Hyderabad_Hitech,Hyderabad,Beverages,2024-07-31 21:38:00,Wednesday,21,1,9.4,5.3,2.6,13.5,30.8,1,0,0,996.41,10,4.2
ORD114404,DS_Bangalore_Koramangala,Bangalore,Staples,2024-03-09 21:21:00,Saturday,21,1,13.2,4.2,2.4,31.8,51.599999999999994,1,0,0,1057.79,5,4.1
ORD114405,DS_Hyderabad_Hitech,Hyderabad,Fruits & Veg,2024-07-20 10:12:00,Saturday,10,0,7.2,3.1,1.5,11.1,22.9,0,0,0,1125.7,3,4.5
ORD114406,DS_Pune_Kothrud,Pune,Beverages,2024-10-05 21:24:00,Saturday,21,1,11.5,3.0,1.6,18.3,34.400000000000006,1,0,0,1417.85,12,3.6
ORD114407,DS_Mumbai_Andheri,Mumbai,Dairy,2024-06-28 21:01:00,Friday,21,1,11.4,5.2,2.0,25.4,44.0,1,0,0,321.72,10,4.2
ORD114408,DS_Delhi_Lajpat,Delhi,Snacks,2024-06-04 12:51:00,Tuesday,12,1,9.9,3.4,2.4,29.5,45.2,1,0,0,1102.72,7,3.7
ORD114409,DS_Delhi_Lajpat,Delhi,Personal Care,2024-02-18 10:07:00,Sunday,10,0,5.0,3.2,1.2,19.5,28.9,0,0,0,1033.54,2,4.5
ORD114410,DS_Delhi_CP,Delhi,Dairy,2024-02-14 18:16:00,Wednesday,18,0,9.4,3.9,0.7,25.0,39.0,1,0,0,201.85,1,4.3
ORD114411,DS_Mumbai_Andheri,Mumbai,Beverages,2024-10-28 23:28:00,Monday,23,0,4.2,2.6,2.7,18.3,27.8,0,0,0,1025.06,10,4.0
ORD114412,DS_Delhi_CP,Delhi,Staples,2024-10-02 06:39:00,Wednesday,6,0,4.5,5.6,2.4,16.6,29.1,0,0,0,738.94,9,4.8
ORD114413,DS_Mumbai_BKC,Mumbai,Snacks,2024-01-11 09:55:00,Thursday,9,1,9.8,4.2,2.3,22.3,38.6,1,1,0,536.9,1,3.9
ORD114414,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-09-02 19:37:00,Monday,19,1,11.1,3.8,2.8,35.1,52.8,1,0,0,1701.43,12,3.9
ORD114415,DS_Pune_Kothrud,Pune,Dairy,2024-03-04 18:18:00,Monday,18,0,2.2,3.9,1.9,9.5,17.5,0,0,0,1453.51,10,4.5
ORD114416,DS_Pune_Kothrud,Pune,Dairy,2024-05-25 10:44:00,Saturday,10,0,6.9,2.2,1.4,25.0,35.5,1,0,0,531.24,6,3.9
ORD114417,DS_Delhi_CP,Delhi,Dairy,2024-10-18 09:12:00,Friday,9,1,8.4,3.7,1.8,26.7,40.6,1,0,0,497.83,11,3.8
ORD114418,DS_Delhi_CP,Delhi,Beverages,2024-04-21 11:45:00,Sunday,11,0,0.9,3.1,1.9,14.3,20.200000000000003,0,0,0,235.36,10,3.7
ORD114419,DS_Pune_Kothrud,Pune,Fruits & Veg,2024-04-30 12:05:00,Tuesday,12,1,9.6,2.6,2.3,23.3,37.8,1,1,1,1501.55,7,3.7
ORD114420,DS_Mumbai_BKC,Mumbai,Frozen,2024-07-04 14:48:00,Thursday,14,0,6.7,2.5,1.5,29.1,39.8,1,0,0,658.73,7,3.7
ORD114421,DS_Mumbai_BKC,Mumbai,Frozen,2024-11-30 16:24:00,Saturday,16,0,5.6,4.4,2.9,25.2,38.1,1,0,0,1400.75,4,3.5
ORD114422,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-06-23 09:25:00,Sunday,9,1,10.7,3.6,3.1,26.1,43.5,1,1,0,1015.66,7,3.9
ORD114423,DS_Mumbai_BKC,Mumbai,Fruits & Veg,2024-03-23 07:27:00,Saturday,7,0,4.0,1.7,2.7,19.7,28.1,0,0,0,1697.25,9,4.4
ORD114424,DS_Delhi_CP,Delhi,Staples,2024-02-27 09:59:00,Tuesday,9,1,12.1,3.9,2.4,27.2,45.599999999999994,1,0,0,1733.9,2,3.8
ORD114425,DS_Hyderabad_Hitech,Hyderabad,Snacks,2024-02-23 12:25:00,Friday,12,1,10.4,3.9,1.5,18.7,34.5,1,0,0,701.22,1,3.7
ORD114426,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-12-22 23:10:00,Sunday,23,0,6.3,3.7,1.9,14.1,26.0,0,0,0,1126.75,10,4.4
ORD114427,DS_Bangalore_Koramangala,Bangalore,Fruits & Veg,2024-08-20 23:12:00,Tuesday,23,0,8.7,3.4,1.3,19.4,32.8,1,0,0,296.83,10,2.9
ORD114428,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-04-13 19:06:00,Saturday,19,1,9.9,1.0,1.8,26.6,39.300000000000004,1,0,0,197.26,8,3.6
ORD114429,DS_Hyderabad_Hitech,Hyderabad,Beverages,2024-08-04 21:04:00,Sunday,21,1,12.3,3.2,1.4,28.5,45.4,1,0,0,1246.72,6,4.0
ORD114430,DS_Delhi_CP,Delhi,Beverages,2024-07-12 19:47:00,Friday,19,1,12.5,3.7,2.2,19.0,37.4,1,0,0,1668.11,2,4.0
ORD114431,DS_Bangalore_Whitefield,Bangalore,Dairy,2024-08-23 15:51:00,Friday,15,0,5.7,3.8,3.1,24.0,36.6,1,0,0,1463.63,9,3.8
ORD114432,DS_Delhi_CP,Delhi,Fruits & Veg,2024-09-14 10:53:00,Saturday,10,0,6.1,2.6,0.8,18.2,27.7,0,0,0,1346.05,11,4.0
ORD114433,DS_Mumbai_BKC,Mumbai,Staples,2024-01-17 08:58:00,Wednesday,8,1,10.6,2.5,2.1,30.2,45.4,1,0,0,1261.82,4,3.8
ORD114434,DS_Pune_Kothrud,Pune,Dairy,2024-01-25 10:57:00,Thursday,10,0,3.8,2.2,2.3,21.8,30.1,1,0,0,777.29,11,3.4
ORD114435,DS_Mumbai_BKC,Mumbai,Staples,2024-07-06 21:10:00,Saturday,21,1,9.9,3.9,2.9,24.9,41.599999999999994,1,0,0,386.21,11,3.6
ORD114436,DS_Mumbai_BKC,Mumbai,Staples,2024-12-19 12:27:00,Thursday,12,1,9.3,3.1,2.7,24.7,39.8,1,0,0,1291.0,3,3.9
ORD114437,DS_Bangalore_Koramangala,Bangalore,Staples,2024-04-16 15:13:00,Tuesday,15,0,3.2,4.6,2.7,16.5,27.0,0,0,0,1666.95,7,4.2
ORD114438,DS_Bangalore_Koramangala,Bangalore,Staples,2024-12-27 06:02:00,Friday,6,0,8.4,5.9,1.2,15.4,30.9,1,0,0,1305.47,6,3.5
ORD114439,DS_Hyderabad_Hitech,Hyderabad,Personal Care,2024-02-09 16:53:00,Friday,16,0,8.1,3.4,1.7,10.9,24.1,0,0,0,1409.53,6,4.6
ORD114440,DS_Mumbai_BKC,Mumbai,Snacks,2024-06-06 08:43:00,Thursday,8,1,9.6,1.8,1.7,21.9,35.0,1,0,0,1009.53,3,3.6
ORD114441,DS_Delhi_Lajpat,Delhi,Dairy,2024-08-11 21:22:00,Sunday,21,1,7.9,2.0,3.2,25.6,38.7,1,0,0,1251.12,1,3.5
ORD114442,DS_Hyderabad_Hitech,Hyderabad,Dairy,2024-07-30 11:10:00,Tuesday,11,0,6.8,3.2,1.5,8.4,19.9,0,0,0,264.23,3,4.0
ORD114443,DS_Mumbai_Andheri,Mumbai,Frozen,2024-03-25 07:41:00,Monday,7,0,5.6,2.9,1.1,30.4,40.0,1,0,0,531.1,3,4.7
ORD114444,DS_Mumbai_BKC,Mumbai,Frozen,2024-01-29 16:27:00,Monday,16,0,6.9,3.0,1.7,20.9,32.5,1,0,0,172.82,2,3.7
ORD114445,DS_Pune_Kothrud,Pune,Dairy,2024-02-23 18:55:00,Friday,18,0,8.5,3.9,1.6,14.6,28.6,0,0,0,577.21,2,4.6
ORD114446,DS_Delhi_CP,Delhi,Frozen,2024-06-21 08:28:00,Friday,8,1,11.4,1.9,1.8,23.2,38.3,1,0,0,1682.58,12,3.7
ORD114447,DS_Bangalore_Koramangala,Bangalore,Personal Care,2024-02-13 21:23:00,Tuesday,21,1,9.9,3.9,2.1,24.4,40.3,1,1,1,1464.53,8,3.4
ORD114448,DS_Delhi_Lajpat,Delhi,Snacks,2024-12-06 09:07:00,Friday,9,1,10.3,3.0,1.8,18.2,33.3,1,0,0,693.5,4,4.2
ORD114449,DS_Delhi_Lajpat,Delhi,Fruits & Veg,2024-10-15 11:41:00,Tuesday,11,0,9.6,3.2,2.7,19.1,34.6,1,0,0,1095.5,4,3.1
ORD114450,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-02-01 06:28:00,Thursday,6,0,6.6,2.7,2.2,25.9,37.4,1,0,0,1772.46,11,3.5
ORD114451,DS_Delhi_CP,Delhi,Frozen,2024-02-22 22:58:00,Thursday,22,0,6.8,3.9,2.7,22.9,36.3,1,0,0,1783.85,12,3.3
ORD114452,DS_Bangalore_Whitefield,Bangalore,Snacks,2024-05-29 11:30:00,Wednesday,11,0,3.8,3.8,1.8,13.1,22.5,0,1,1,1617.18,5,4.7
ORD114453,DS_Bangalore_Whitefield,Bangalore,Frozen,2024-08-20 14:44:00,Tuesday,14,0,5.3,4.6,1.8,14.3,26.0,0,0,0,1590.21,10,4.2
ORD114454,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-05-29 13:46:00,Wednesday,13,1,11.5,3.3,2.9,24.9,42.599999999999994,1,0,0,1250.33,9,3.6
ORD114455,DS_Mumbai_Andheri,Mumbai,Fruits & Veg,2024-08-22 20:33:00,Thursday,20,1,13.0,3.6,1.8,25.2,43.6,1,0,0,1464.37,6,3.8
ORD114456,DS_Delhi_CP,Delhi,Fruits & Veg,2024-01-20 18:41:00,Saturday,18,0,5.6,3.2,1.4,16.2,26.4,0,1,1,1531.24,10,4.4
ORD114457,DS_Pune_Kothrud,Pune,Dairy,2024-02-25 12:14:00,Sunday,12,1,8.9,2.1,2.0,21.6,34.6,1,0,0,1231.83,6,3.2
ORD114458,DS_Delhi_CP,Delhi,Beverages,2024-03-01 15:23:00,Friday,15,0,3.4,3.4,2.0,19.6,28.400000000000002,0,0,0,271.85,10,4.1
ORD114459,DS_Bangalore_Koramangala,Bangalore,Beverages,2024-11-10 21:35:00,Sunday,21,1,7.0,2.1,1.8,26.2,37.1,1,0,0,1453.07,11,3.0
ORD114460,DS_Bangalore_Koramangala,Bangalore,Dairy,2024-04-11 09:13:00,Thursday,9,1,5.4,4.4,2.3,19.6,31.700000000000003,1,1,0,603.36,6,3.6
ORD114461,DS_Delhi_CP,Delhi,Snacks,2024-06-09 14:57:00,Sunday,14,0,5.2,3.3,1.7,12.3,22.5,0,0,0,1003.89,4,4.4
ORD114462,DS_Bangalore_Whitefield,Bangalore,Staples,2024-02-08 10:36:00,Thursday,10,0,9.6,3.5,2.0,16.9,32.0,1,1,0,659.25,9,3.4
